created_at,user_id_str,username,name,fast_followers_count,favourites_count,followers_count,following_count,listed_count,media_count,normal_followers_count,statuses_count,url,location,image_url,account_url
Mon Oct 07 05:11:29 +0000 2024,1843157127856320513,noraifah12,noraifah,0,28,27,52,0,33,27,173,-,Indonesia,https://pbs.twimg.com/profile_images/1843167180327956480/-QoruGiU_normal.jpg,https://x.com/noraifah12
Mon Oct 07 06:37:41 +0000 2024,1843178752840482816,StarryMochee,Caroline ✾,0,11126,86,69,0,333,86,1492,-,-,https://pbs.twimg.com/profile_images/1983588064355348482/3WrGC_mM_normal.jpg,https://x.com/StarryMochee
Mon Oct 07 10:36:07 +0000 2024,1843238755299426304,0504jpeg,°‧🫧⋆.,0,885,3,27,0,6,3,286,-,-,https://pbs.twimg.com/profile_images/1931061865737863168/ZxluUkjL_normal.jpg,https://x.com/0504jpeg
Mon Oct 07 10:41:59 +0000 2024,1843240245300740096,_mieAyam19,Pipiw,0,437,3,25,0,94,3,382,-,-,https://pbs.twimg.com/profile_images/1979742210728796160/Ch4Bb4XK_normal.jpg,https://x.com/_mieAyam19
Mon Oct 07 10:58:58 +0000 2024,1843244575848345600,aft3rsec,nescafe👀,0,1655,167,316,0,20,167,429,-,-,https://pbs.twimg.com/profile_images/1973766420661215232/eGfKLSFx_normal.jpg,https://x.com/aft3rsec
Mon Oct 07 12:53:44 +0000 2024,1843273360874369024,polsekprembun1,polsek prembun55,0,31,1,9,0,1134,1,1134,-,-,https://pbs.twimg.com/profile_images/1951602444322197504/mlJbnCCG_normal.jpg,https://x.com/polsekprembun1
Tue Oct 08 03:27:05 +0000 2024,1843493229997772800,anindya_kur90,Anindya Kurniawati,0,246,9,15,0,200,9,875,-,-,https://pbs.twimg.com/profile_images/1843493340572200961/zCH8vAeh_normal.jpg,https://x.com/anindya_kur90
Tue Oct 08 04:04:49 +0000 2024,1843502702988537857,ppangjiww0_0,—Jìs୨୧ | #waitingforJILO1⃣,0,6791,1969,2374,1,2513,1969,25519,-,-,https://pbs.twimg.com/profile_images/1987203844422635520/xmvpG9uQ_normal.jpg,https://x.com/ppangjiww0_0
Tue Oct 08 05:06:54 +0000 2024,1843518384354537476,vidiarini1212,vidiarini,0,33,30,50,0,24,30,159,-,Indonesia,https://pbs.twimg.com/profile_images/1843518482811629568/x-YwubFw_normal.jpg,https://x.com/vidiarini1212
Tue Oct 08 09:36:12 +0000 2024,1843586148670873600,JieiwaiDe,YoungBoyDe,0,17648,87,182,1,261,87,9938,-,-,https://pbs.twimg.com/profile_images/1985346202242793472/sdUlnxft_normal.jpg,https://x.com/JieiwaiDe
Tue Oct 08 09:37:47 +0000 2024,1843586536144809987,yogi_sus90,Yogi Susanto,0,321,4,21,0,200,4,991,-,-,https://pbs.twimg.com/profile_images/1843586664058490880/ROor_83v_normal.jpg,https://x.com/yogi_sus90
Tue Oct 08 11:41:17 +0000 2024,1843617608903602179,zulfamaharani02,zulfa,0,270,74,79,0,56,74,481,-,-,https://pbs.twimg.com/profile_images/1901500553353662465/d636Eevn_normal.jpg,https://x.com/zulfamaharani02
Tue Oct 08 14:23:08 +0000 2024,1843658297326653440,emilaguar56,emilaa,0,74,1103,1014,0,187,1103,591,-,Indonesia ,https://pbs.twimg.com/profile_images/1896551389452705792/bhRSq_fT_normal.jpg,https://x.com/emilaguar56
Wed Oct 09 00:13:31 +0000 2024,1843806809506885632,youbeast111,youbeast,0,547,9,27,0,273,9,1479,-,-,https://pbs.twimg.com/profile_images/1843809723562504193/DxrIDTO5_normal.jpg,https://x.com/youbeast111
Wed Oct 09 02:05:57 +0000 2024,1843835115362975744,amahayash,𝐀𝐦𝐚𝐥𝐢𝐚 ☽̶☾,0,8849,374,561,1,1219,374,10364,-,kota air,https://pbs.twimg.com/profile_images/1982391462860865536/URYjFeYk_normal.jpg,https://x.com/amahayash
Wed Oct 09 03:21:57 +0000 2024,1843854188859756545,tia_anggraini36,Tia anggraini,0,203,1,21,0,223,1,851,-,-,https://pbs.twimg.com/profile_images/1843854460881383426/gi1EdywZ_normal.jpg,https://x.com/tia_anggraini36
Wed Oct 09 08:38:28 +0000 2024,1843933972574900224,temanceriamu,Teman Ceriamu,0,116,150,177,1,185,150,662,-,-,https://pbs.twimg.com/profile_images/1875665922285080576/PJcuNU_7_normal.jpg,https://x.com/temanceriamu
Wed Oct 09 08:40:30 +0000 2024,1843934510142119937,miswantoaja39,miswanto,0,4,6,18,0,26,6,43,-,-,https://pbs.twimg.com/profile_images/1843934632712241152/2Ta0r1cH_normal.jpg,https://x.com/miswantoaja39
Wed Oct 09 10:34:19 +0000 2024,1843963104864210944,reyselalusalah,wong asor,0,3,2,1,0,0,2,1,-,-,https://pbs.twimg.com/profile_images/1980185882368876544/yLd--DVh_normal.jpg,https://x.com/reyselalusalah
Wed Oct 09 12:35:13 +0000 2024,1843993547046858752,kingoftears_,King of Tears,0,0,46,9,0,90,46,26365,-,-,https://pbs.twimg.com/profile_images/1845000547759169546/B4VN62kh_normal.jpg,https://x.com/kingoftears_
Wed Oct 09 13:27:09 +0000 2024,1844006572164542465,idhijklmn,Bunga Kertas,0,708,12,118,0,108,12,789,-,-,https://pbs.twimg.com/profile_images/1934799156356501509/nt_Vy305_normal.jpg,https://x.com/idhijklmn
Wed Oct 09 15:46:04 +0000 2024,1844041568245915648,munjunn44,jun,0,14,56,60,0,24,56,79,-,-,https://pbs.twimg.com/profile_images/1965815117901410304/8hklSby-_normal.jpg,https://x.com/munjunn44
Wed Oct 09 17:03:38 +0000 2024,1844060960446873606,chardbandung,Adili Jokowi,0,20525,132,103,0,1462,132,24220,-,-,https://pbs.twimg.com/profile_images/1963041774290796544/5pnAQDf4_normal.jpg,https://x.com/chardbandung
Wed Oct 09 23:51:02 +0000 2024,1844163542276243456,shacousticcc,shasaaa ◠‿◠,0,15755,1210,1211,0,1206,1210,16728,-,fangirl,https://pbs.twimg.com/profile_images/1974903428536320001/ki2ZAv9A_normal.jpg,https://x.com/shacousticcc
Thu Oct 10 03:14:06 +0000 2024,1844214750059823105,andrahayya,andra 💎,0,817,397,419,1,78,397,857,-,terpatah terluka ,https://pbs.twimg.com/profile_images/1844260125701529600/ktm6ZLi0_normal.jpg,https://x.com/andrahayya
Thu Oct 10 07:23:32 +0000 2024,1844277533505880068,jiprasetyo_,Oji Prasetyo,0,261,1,20,0,202,1,852,-,-,https://pbs.twimg.com/profile_images/1844277645518962689/kEU1npnA_normal.jpg,https://x.com/jiprasetyo_
Thu Oct 10 13:35:33 +0000 2024,1844371138308341765,flyingkisshua,kia🐰,0,11844,318,162,0,561,318,8340,-,Indonesia,https://pbs.twimg.com/profile_images/1958834620063260674/ZOimY68y_normal.jpg,https://x.com/flyingkisshua
Fri Oct 11 01:55:52 +0000 2024,1844557441578696704,Ekonomika212,RaksaEkonomika,0,14,26,110,0,55,26,374,-,-,https://pbs.twimg.com/profile_images/1844557632495087617/GJzLVq4U_normal.jpg,https://x.com/Ekonomika212
Fri Oct 11 02:56:33 +0000 2024,1844572735026102274,nuri_melati3,Nuri Melati,0,622,7,18,1,171,7,1559,-,-,https://pbs.twimg.com/profile_images/1844572796338438144/0LOKPvjx_normal.jpg,https://x.com/nuri_melati3
Fri Oct 11 03:41:17 +0000 2024,1844583996568764420,Rarestofflower,Nabbi,0,889,1075,386,0,171,1075,1915,-,Underneath the moonlight,https://pbs.twimg.com/profile_images/1881985609872670721/ibzI660C_normal.jpg,https://x.com/Rarestofflower
Fri Oct 11 04:39:28 +0000 2024,1844598461985062915,M3di4Upd4t3,Justo,0,11723,2086,898,2,1541,2086,11768,-,-,https://pbs.twimg.com/profile_images/1920764179067367424/hBf8qda4_normal.jpg,https://x.com/M3di4Upd4t3
Fri Oct 11 05:47:58 +0000 2024,1844615552519806976,JamesLee1533692,James Lee,0,1303,5,82,0,2,5,226,-,-,https://pbs.twimg.com/profile_images/1844615908062527489/S56rLIT5_normal.png,https://x.com/JamesLee1533692
Fri Oct 11 05:58:20 +0000 2024,1844618478797586436,sugondese6666,SUGONDESE,0,33495,9782,686,10,3446,9782,41974,-,-,https://pbs.twimg.com/profile_images/1962850051929280512/6Ob-KxJH_normal.jpg,https://x.com/sugondese6666
Fri Oct 11 07:08:14 +0000 2024,1844635873503215616,DietaAgus,Dieta Agus,0,29463,57,55,1,486,57,6174,-,-,https://pbs.twimg.com/profile_images/1844636109575450624/rEg96IV5_normal.png,https://x.com/DietaAgus
Fri Oct 11 07:58:33 +0000 2024,1844648727438561280,rani_mahira73,Rania mahira,0,299,3,18,0,272,3,1001,-,-,https://pbs.twimg.com/profile_images/1844648852172963842/DcTl9kKM_normal.jpg,https://x.com/rani_mahira73
Fri Oct 11 07:59:41 +0000 2024,1844648992485093376,Misel986463,Misel,0,17,23,32,0,15,23,62,-,Indonesia,https://pbs.twimg.com/profile_images/1905396990722338817/auTM8_wE_normal.jpg,https://x.com/Misel986463
Fri Oct 11 10:26:54 +0000 2024,1844685971461451776,SlametMgz6958,slamet mgz,0,997,11,92,0,3,11,2133,-,-,https://pbs.twimg.com/profile_images/1844686106258001920/sx8kcJA9_normal.png,https://x.com/SlametMgz6958
Fri Oct 11 13:49:28 +0000 2024,1844736963997470720,floyzed,floy,0,119,31,63,0,4,31,19,-,-,https://pbs.twimg.com/profile_images/1884213174117052416/1ra_a-63_normal.jpg,https://x.com/floyzed
Fri Oct 11 15:33:47 +0000 2024,1844763275461890049,sweetapril2010,sweetapril,0,10731,74,83,1,4,74,9978,-,-,https://pbs.twimg.com/profile_images/1950317864864374784/iitDORZD_normal.jpg,https://x.com/sweetapril2010
Fri Oct 11 23:57:15 +0000 2024,1844889889109835776,TomyPutra2004,Tomy putra🐟🐱🗿,0,2727,52,86,0,28,52,593,-,-,https://pbs.twimg.com/profile_images/1845483738559586304/E-b5zQlL_normal.jpg,https://x.com/TomyPutra2004
Sat Oct 12 02:38:19 +0000 2024,1844930456460120064,coralthis,𖡡,0,1171,164,241,2,475,164,3351,https://t.co/FHS3aIaTlH,"yaz, read byf:",https://pbs.twimg.com/profile_images/1988213655671107588/z1QhGBl__normal.jpg,https://x.com/coralthis
Sat Oct 12 04:46:24 +0000 2024,1844962705859543040,kecaang,🐳🪆🧃🪼,0,5208,0,41,0,21,0,639,-,☆ 08 ☆,https://pbs.twimg.com/profile_images/1978965286872084480/xwJdbNNb_normal.jpg,https://x.com/kecaang
Sat Oct 12 05:52:40 +0000 2024,1844979354276884480,niesfishee,nisaa 𖦹⑅˚✩⋆₊ ༘,0,63,3,4,0,14,3,15,-,where ¡!,https://pbs.twimg.com/profile_images/1963944495873159168/PM2-5PDj_normal.jpg,https://x.com/niesfishee
Sat Oct 12 06:17:08 +0000 2024,1844985588191199232,prioorincantato,𝖼𝖾𝗒𝖺 ☽̶☾,0,27744,2092,558,1,2943,2092,28420,https://t.co/dDr7wrTJtI,unknown ,https://pbs.twimg.com/profile_images/1966105927192567808/fdW20Llj_normal.jpg,https://x.com/prioorincantato
Sat Oct 12 07:38:28 +0000 2024,1845005857391779840,ade745780,asdas,0,18545,160,643,1,1521,160,4494,-,"Sukabumi Selatan, Indonesia",https://pbs.twimg.com/profile_images/1946720713798275072/ERxPRteN_normal.jpg,https://x.com/ade745780
Sat Oct 12 07:46:35 +0000 2024,1845008109368115202,kunafadough,nana,0,39,2,6,0,99,2,162,-,"Bandung, Jawa Barat",https://pbs.twimg.com/profile_images/1845008220529774592/6VZmamFr_normal.jpg,https://x.com/kunafadough
Sat Oct 12 12:08:12 +0000 2024,1845073889531195392,todokageluv,elmira.,0,1493,117,169,1,842,117,6217,https://t.co/di8Uu6rIj7,Manshine City,https://pbs.twimg.com/profile_images/1989978995212087297/PHSxajJm_normal.jpg,https://x.com/todokageluv
Sat Oct 12 15:27:39 +0000 2024,1845123498613903360,DudeRafay60339,Dude Rafay,0,53113,4894,4026,4,1613,4894,23838,-,-,https://pbs.twimg.com/profile_images/1916518589580169217/_ewZ78JG_normal.jpg,https://x.com/DudeRafay60339
Sat Oct 12 17:09:52 +0000 2024,1845149832945729538,dollkonah,Sakera Muda,0,43,10,17,0,464,10,523,-,"Jawa Timur, Indonesia",https://pbs.twimg.com/profile_images/1903639846545207296/K9kDlQL-_normal.jpg,https://x.com/dollkonah
Sun Oct 13 02:40:58 +0000 2024,1845293517004050432,ayelaaa__,ayla,0,11201,1256,1012,0,253,1256,4076,-,"Bandung, Jawa Barat",https://pbs.twimg.com/profile_images/1987529634519674880/hFF_MuyI_normal.jpg,https://x.com/ayelaaa__
Sun Oct 13 06:27:13 +0000 2024,1845350370454929409,DestsPangestuni,Dests Pangestuni,0,55,27,13,0,10,27,3677,-,-,https://pbs.twimg.com/profile_images/1845350561094438912/ao9DNJUw_normal.png,https://x.com/DestsPangestuni
Sun Oct 13 07:51:57 +0000 2024,1845371780753653764,liljiembob,kayy gamau pkl | free tag,0,1486,125,140,0,125,125,1222,-,17,https://pbs.twimg.com/profile_images/1984996025753546752/Ki4S9YZF_normal.jpg,https://x.com/liljiembob
Sun Oct 13 08:27:37 +0000 2024,1845380748645367813,rameriee,𓆩Rαm💢,0,1603,27,56,1,296,27,1542,https://t.co/5w2buJTSb8,Past,https://pbs.twimg.com/profile_images/1980285346974707712/FCD2isd8_normal.jpg,https://x.com/rameriee
Sun Oct 13 11:03:23 +0000 2024,1845419965190635522,BumbuKacank,Bumbu Kacang,0,525,144,142,0,85,144,409,-,-,https://pbs.twimg.com/profile_images/1846509144775491584/VDlKD3eo_normal.jpg,https://x.com/BumbuKacank
Sun Oct 13 13:24:33 +0000 2024,1845455541063254018,RaehanLingga,Raehan Lingga,0,78,36,53,0,64,36,203,-,-,https://pbs.twimg.com/profile_images/1905001006104281088/d3dixEYB_normal.jpg,https://x.com/RaehanLingga
Sun Oct 13 14:10:53 +0000 2024,1845467165518069760,RadenSulton_5,Raden Sulton,0,148,31,61,0,80,31,397,-,-,https://pbs.twimg.com/profile_images/1850593778878603265/N53h7xuu_normal.jpg,https://x.com/RadenSulton_5
Sun Oct 13 15:15:26 +0000 2024,1845483434267103232,0420race,Rui the Vampire 🧛🏻,0,8845,875,926,0,533,875,8944,https://t.co/vb9Jq8K4h6,정훈,https://pbs.twimg.com/profile_images/1989217911337283587/mOWFg2zx_normal.jpg,https://x.com/0420race
Sun Oct 13 15:36:05 +0000 2024,1845488486851420160,gedh4nggodhog,KeritikusSwasta,0,2648,96,151,1,731,96,8487,-,-,https://pbs.twimg.com/profile_images/1851579224840396800/fpCTTcmO_normal.jpg,https://x.com/gedh4nggodhog
Sun Oct 13 16:13:11 +0000 2024,1845497966037270528,woonmask,jelly •‿•,0,3729,346,410,0,407,346,8404,-,18 ! homophobic dni,https://pbs.twimg.com/profile_images/1977359870019125248/rSbPGMdW_normal.jpg,https://x.com/woonmask
Mon Oct 14 01:14:57 +0000 2024,1845634025328959488,jempoljemping,Ngatidjo Al Ngawuri,0,2156,367,126,0,181,367,5866,-,-,https://pbs.twimg.com/profile_images/1979381459551928320/gxKGxnlK_normal.jpg,https://x.com/jempoljemping
Mon Oct 14 04:24:32 +0000 2024,1845682012151275520,BWSPapuaBarat,pu_sda_papuabarat,0,3,6,35,0,43,6,67,https://t.co/lvg7L4SjB3,Papua Barat ,https://pbs.twimg.com/profile_images/1845685175822561280/blj2LNvY_normal.jpg,https://x.com/BWSPapuaBarat
Mon Oct 14 05:16:57 +0000 2024,1845695211932143616,anotnea,cleo,0,5491,197,195,0,123,197,3578,https://t.co/ab3bh1FvMD,still(b)riize ♡,https://pbs.twimg.com/profile_images/1963152278124417024/gsXvzJFg_normal.jpg,https://x.com/anotnea
Mon Oct 14 05:37:39 +0000 2024,1845700424399220736,zaldyckk,zal,0,2960,384,412,0,646,384,12381,-,paradise city,https://pbs.twimg.com/profile_images/1989281643383971840/Z2lFQI3a_normal.jpg,https://x.com/zaldyckk
Mon Oct 14 05:42:37 +0000 2024,1845701654999646208,mayosaindriani,Mayosa Indriani,0,206,113,159,0,93,113,728,-,-,https://pbs.twimg.com/profile_images/1970381680382025728/-QlkqoNH_normal.jpg,https://x.com/mayosaindriani
Mon Oct 14 05:45:55 +0000 2024,1845702489326354432,meitaayunii,Meita Ayuni,0,184,133,173,1,92,133,672,-,-,https://pbs.twimg.com/profile_images/1933463912399450113/fdnntKNi_normal.jpg,https://x.com/meitaayunii
Mon Oct 14 05:56:44 +0000 2024,1845705206992146432,DasaWarsa68630,dasa warsa,0,161,79,102,0,59,79,531,-,-,https://pbs.twimg.com/profile_images/1970382530093424642/j-IpGoDo_normal.jpg,https://x.com/DasaWarsa68630
Mon Oct 14 07:04:11 +0000 2024,1845722112184737792,JungleGGame,𓆞 symphony 🐬,0,197,128,135,0,137,128,696,-,-,https://pbs.twimg.com/profile_images/1845733792851587072/FxT-f4UI_normal.jpg,https://x.com/JungleGGame
Mon Oct 14 07:21:57 +0000 2024,1845726634701467648,cheeztachio,aysha 🌸,0,16547,83,93,0,32,83,2081,-,-,https://pbs.twimg.com/profile_images/1985361903133351936/Swj9qKsR_normal.jpg,https://x.com/cheeztachio
Mon Oct 14 07:26:21 +0000 2024,1845727767545143296,yusmalinamnbn,yusma lina,0,179,114,184,0,61,114,614,-,-,https://pbs.twimg.com/profile_images/1970381873097625600/xQS_x1LX_normal.jpg,https://x.com/yusmalinamnbn
Mon Oct 14 09:55:24 +0000 2024,1845765287829970944,halfcookedkwi,kwiee,0,2505,102,196,0,134,102,2381,-,☊⌾⍑ ℍℇ☈ℇ,https://pbs.twimg.com/profile_images/1959924665948016640/-8MNzq2M_normal.jpg,https://x.com/halfcookedkwi
Mon Oct 14 11:24:26 +0000 2024,1845787711036350464,miraw1084,Mira Wati,0,5,5,11,0,29,5,44,-,-,https://pbs.twimg.com/profile_images/1845787843136012288/88ZQgSW-_normal.jpg,https://x.com/miraw1084
Mon Oct 14 16:00:10 +0000 2024,1845856407566045184,marriedtodimsum,Serefin,0,32837,16,31,0,125,16,5818,-,my bed ,https://pbs.twimg.com/profile_images/1845857216601231360/80I6yW_O_normal.jpg,https://x.com/marriedtodimsum
Mon Oct 14 17:09:36 +0000 2024,1845874540578234368,SInfo0683123,Seputar Info06,0,0,1,2,0,81,1,107,-,-,https://pbs.twimg.com/profile_images/1845874610694508544/3RZ5Ziyz_normal.png,https://x.com/SInfo0683123
Tue Oct 15 01:56:03 +0000 2024,1846006931699519489,62Wasalam46354,Wasalam 62,0,3,10,3,0,0,10,85,-,-,https://pbs.twimg.com/profile_images/1846007096636329988/KK5Lczql_normal.png,https://x.com/62Wasalam46354
Tue Oct 15 02:30:36 +0000 2024,1846015449034903555,johawde,Johawde,0,16,6,2,0,213,6,2470,-,-,https://pbs.twimg.com/profile_images/1846015789675302913/SrBe-c62_normal.png,https://x.com/johawde
Tue Oct 15 05:50:29 +0000 2024,1846066054252154880,tipexgoyeng,atma sidekphobic,0,570,72,78,0,61,72,1475,-,-,https://pbs.twimg.com/profile_images/1967585110506762240/zHUcGml1_normal.jpg,https://x.com/tipexgoyeng
Tue Oct 15 06:10:35 +0000 2024,1846070976095887360,simphamhanni,yelena,0,16042,569,565,1,763,569,10300,https://t.co/kKI5xRf80K,mhdhh,https://pbs.twimg.com/profile_images/1983237720035262464/YWdMB0fS_normal.jpg,https://x.com/simphamhanni
Tue Oct 15 08:04:59 +0000 2024,1846099696298905600,291094fatimah,Sasi,0,256,133,283,0,67,133,430,-,Indonesia ,https://pbs.twimg.com/profile_images/1846101047921754112/POAereB4_normal.jpg,https://x.com/291094fatimah
Tue Oct 15 08:30:54 +0000 2024,1846106354123264000,cinta291094,Aludra,0,593,155,299,0,62,155,514,-,Indonesia ,https://pbs.twimg.com/profile_images/1846107122930737152/Y-xBXHxn_normal.jpg,https://x.com/cinta291094
Tue Oct 15 09:07:21 +0000 2024,1846115563187458049,may_munie,May Munah,0,447,216,243,1,63,216,375,-,Indonesia,https://pbs.twimg.com/profile_images/1865550663473917952/V-mXIzFl_normal.jpg,https://x.com/may_munie
Tue Oct 15 20:30:40 +0000 2024,1846287524421160961,Xedeo_,Xedeo,0,364,4,28,1,66,4,896,-,-,https://pbs.twimg.com/profile_images/1891338981515907072/P9CAfQmY_normal.jpg,https://x.com/Xedeo_
Wed Oct 16 01:32:23 +0000 2024,1846363507350294530,vopsarardo,—vopsa,0,124,1035,1428,1,145,1035,740,-,Indonesia,https://pbs.twimg.com/profile_images/1970645598618746880/XTX7YeXW_normal.jpg,https://x.com/vopsarardo
Wed Oct 16 02:49:19 +0000 2024,1846382824963866624,abcdefun___,zaaaaa,0,13,1983,248,1,224,1983,3307,-,"Bali, Indonesia",https://pbs.twimg.com/profile_images/1990349840824586240/4SULNFnC_normal.jpg,https://x.com/abcdefun___
Wed Oct 16 03:22:15 +0000 2024,1846390926341799936,kodim1424sinjai,Kodim 1424 Sinjai,0,5158,33,13,0,5343,33,5345,-,-,https://pbs.twimg.com/profile_images/1846518351532810241/9cj1Z-WY_normal.jpg,https://x.com/kodim1424sinjai
Wed Oct 16 05:03:51 +0000 2024,1846416632010379264,asun_damai,asun damai,0,3397,121,556,1,38,121,8538,-,-,https://pbs.twimg.com/profile_images/1951520457804619778/6rUBeh3__normal.jpg,https://x.com/asun_damai
Wed Oct 16 05:53:57 +0000 2024,1846429319595454464,Mitrasaloon,Mitra Salon,0,7671,1163,1463,0,42,1163,711,-,Surabaya ,https://pbs.twimg.com/profile_images/1974104693484949504/Ah_f3z_E_normal.jpg,https://x.com/Mitrasaloon
Wed Oct 16 07:45:47 +0000 2024,1846457425462984704,Risnachan_,Risna,0,99,39,86,1,77,39,425,-,-,https://pbs.twimg.com/profile_images/1846458183713476608/e90KwXLV_normal.jpg,https://x.com/Risnachan_
Wed Oct 16 09:27:31 +0000 2024,1846483043881738240,urbanum24,ferdianw,0,47,1,24,0,1,1,58,-,Indonesia,https://pbs.twimg.com/profile_images/1977221770840317952/IoEj2IIz_normal.jpg,https://x.com/urbanum24
Wed Oct 16 11:14:04 +0000 2024,1846509813561491456,kuwonumi,︎ ︎︎︎ ︎ ︎︎︎ ︎ ︎︎︎,0,8,23,27,0,516,23,5435,-,mw. dnff,https://pbs.twimg.com/profile_images/1991901572532715520/9ir2EULT_normal.jpg,https://x.com/kuwonumi
Wed Oct 16 13:24:27 +0000 2024,1846542536602697728,MahadewaDharne,Mahadewa ND,0,688,130,55,1,635,130,3381,-,POLITIK itu seni BICARA !!!,https://pbs.twimg.com/profile_images/1973549041805041669/i5b3pZwb_normal.jpg,https://x.com/MahadewaDharne
Wed Oct 16 23:39:54 +0000 2024,1846697474343481344,jennyy_88,jeeen,0,4812,98,60,0,183,98,740,-,-,https://pbs.twimg.com/profile_images/1991434393840480256/yq2DN_N1_normal.jpg,https://x.com/jennyy_88
Thu Oct 17 03:05:28 +0000 2024,1846749067864625153,zrep2024,Yedi 🪲🐞🐝🐛,0,12,315,721,1,2424,315,12418,-,-,https://pbs.twimg.com/profile_images/1957048604813910016/ABWgq04O_normal.jpg,https://x.com/zrep2024
Thu Oct 17 07:30:08 +0000 2024,1846815916111417346,perishabless,ariel,0,12374,54,87,1,103,54,1386,-,-,https://pbs.twimg.com/profile_images/1917439840217702400/BSZ2NJQ5_normal.jpg,https://x.com/perishabless
Thu Oct 17 08:49:14 +0000 2024,1846835790560800768,citr_adewi7,Citra Dewi,0,224,5,20,1,276,5,819,-,-,https://pbs.twimg.com/profile_images/1846835950833590272/ubC5FQYj_normal.jpg,https://x.com/citr_adewi7
Thu Oct 17 12:25:39 +0000 2024,1846890263224213504,ddjoanne,princess,0,1818,353,219,0,151,353,3619,https://t.co/68TWSg1g69,Kahyangan,https://pbs.twimg.com/profile_images/1990433747548901376/mfbi3r1C_normal.jpg,https://x.com/ddjoanne
Thu Oct 17 15:19:12 +0000 2024,1846933943871758336,elovski07,ela Okul,0,65,4,21,0,3,4,265,-,"Yalova, Türkiye",https://pbs.twimg.com/profile_images/1954088514707959808/Bsj6gm55_normal.jpg,https://x.com/elovski07
Fri Oct 18 01:40:24 +0000 2024,1847090224477966336,08_dizain,08_roem,0,4217,22,80,0,2,22,1055,-,Pelosok Kepulauan,https://pbs.twimg.com/profile_images/1971161475101360132/w8C-F7ZW_normal.jpg,https://x.com/08_dizain
Fri Oct 18 03:49:02 +0000 2024,1847122613631619072,fajar_setia63,Fajar Setiawan,0,639,24,24,0,14,24,576,-,-,https://pbs.twimg.com/profile_images/1847122808960348160/hCxNVZ1w_normal.jpg,https://x.com/fajar_setia63
Fri Oct 18 05:22:56 +0000 2024,1847146271334977576,JO_US_KA_,Jouska-,0,1352,717,594,1,2348,717,24241,-,He/His,https://pbs.twimg.com/profile_images/1968042554064244739/0-efBo9q_normal.jpg,https://x.com/JO_US_KA_
Fri Oct 18 06:05:22 +0000 2024,1847156940490919939,murasassky,Wonpeach🍑,0,8651,524,646,0,3133,524,20891,-,-,https://pbs.twimg.com/profile_images/1962861205988524032/K1qx43hr_normal.png,https://x.com/murasassky
Fri Oct 18 06:12:46 +0000 2024,1847158826992291840,zidan_chya6,Zidan Cahaya,0,174,4,22,0,208,4,643,-,-,https://pbs.twimg.com/profile_images/1847158928238673920/AbMRqLHV_normal.jpg,https://x.com/zidan_chya6
Fri Oct 18 08:41:29 +0000 2024,1847195925468663809,Larass2121,Anora Indobuzz,0,34,43,27,0,40,43,140,-,-,https://pbs.twimg.com/profile_images/1905288103264395264/m1Kd6JP1_normal.jpg,https://x.com/Larass2121
Fri Oct 18 09:13:01 +0000 2024,1847204072836984832,fajar_rmli12,Fajar Ramli,0,196,3,22,0,256,3,766,-,-,https://pbs.twimg.com/profile_images/1847204504850366464/eXOQvISl_normal.jpg,https://x.com/fajar_rmli12
Fri Oct 18 09:26:29 +0000 2024,1847207563630362624,hawoningkai,Hawon.,0,3898,114,115,1,740,114,3897,https://t.co/TjA3LIyPWk,"bin & minmin, amour de mi vida",https://pbs.twimg.com/profile_images/1987409638980202496/pRGDh1bQ_normal.jpg,https://x.com/hawoningkai
Fri Oct 18 11:18:50 +0000 2024,1847235791967367168,tiktikhujan24,kal #sedangmencintaijeno,0,15619,18,56,0,30,18,1070,-,-,https://pbs.twimg.com/profile_images/1981990958628536320/qxpKu-te_normal.jpg,https://x.com/tiktikhujan24
Fri Oct 18 13:41:31 +0000 2024,1847271745939783680,PhSimatupang,ᯇᯒ᯲ᯑ ᯂᯞᯬᯔᯬᯀᯉ᯲ ᯘᯪᯔᯖᯮᯇᯰ,0,63520,124,725,0,214,124,15083,-,Indonesia,https://pbs.twimg.com/profile_images/1985700041483542528/706YjBU2_normal.jpg,https://x.com/PhSimatupang
Fri Oct 18 16:39:33 +0000 2024,1847316497066303488,InzaTechMedia,Inzaghi's Media,0,6620,59,128,0,342,59,3047,https://t.co/4Q3DlgLdlg,-,https://pbs.twimg.com/profile_images/1847497530520850436/tTP6Bi1Y_normal.jpg,https://x.com/InzaTechMedia
Fri Oct 18 19:29:51 +0000 2024,1847359274596651008,erweslv,Zia𐙚𓍢ִ໋✧,0,4957,3,58,0,65,3,1676,-,-,https://pbs.twimg.com/profile_images/1878722272795758592/y5bAtYac_normal.jpg,https://x.com/erweslv
Sat Oct 19 00:12:45 +0000 2024,1847430545070051328,yayabhang0,Yaya🍷𐚁,0,14607,558,607,0,997,558,17838,https://t.co/sLdsLXj0A5,Bar gingitsune gehenna,https://pbs.twimg.com/profile_images/1988371221671727105/LAWaJExP_normal.jpg,https://x.com/yayabhang0
Sat Oct 19 00:58:30 +0000 2024,1847442080697896960,yuyufufa,renko,0,779,14,96,0,195,14,3287,-,-,https://pbs.twimg.com/profile_images/1923193322371416065/_Zsa1Mht_normal.jpg,https://x.com/yuyufufa
